datetime,region,respiratory_illness_cases,hospital_admissions
2020-03-23 01:00:00,Fujairah,56,36
2021-02-17 11:00:00,Abu Dhabi,51,39
2023-05-18 22:00:00,Sharjah,86,49
2022-05-17 11:00:00,Dubai,69,7
2020-08-12 12:00:00,Fujairah,39,29
2022-11-22 22:00:00,Dubai,21,2
2022-06-02 22:00:00,Fujairah,56,30
2023-01-23 08:00:00,Ajman,85,36
2020-07-06 14:00:00,Sharjah,19,42
2020-09-21 10:00:00,Dubai,21,21
2020-10-26 18:00:00,Sharjah,50,48
2020-10-01 18:00:00,Dubai,62,9
2022-02-28 05:00:00,Sharjah,78,26
2021-01-03 10:00:00,Fujairah,6,26
2020-11-11 10:00:00,Fujairah,9,3
2021-05-24 19:00:00,Fujairah,11,25
2021-06-20 01:00:00,Dubai,27,31
2020-03-13 15:00:00,Sharjah,53,38
2021-05-05 15:00:00,Fujairah,63,45
2022-11-08 08:00:00,Fujairah,14,28
2022-03-08 20:00:00,Fujairah,80,1
2022-10-25 20:00:00,Abu Dhabi,9,30
2020-09-29 16:00:00,Abu Dhabi,31,5
2021-10-12 11:00:00,Sharjah,23,41
2020-10-25 21:00:00,Sharjah,9,42
2020-05-22 19:00:00,Dubai,9,45
2021-12-21 12:00:00,Dubai,80,37
2020-12-19 14:00:00,Ajman,21,25
2021-08-04 01:00:00,Ajman,64,39
2021-04-08 19:00:00,Abu Dhabi,84,1
2021-06-02 05:00:00,Dubai,78,47
2022-09-02 23:00:00,Sharjah,10,48
2020-03-29 12:00:00,Ajman,30,28
2020-06-13 17:00:00,Fujairah,31,20
2020-07-20 22:00:00,Fujairah,88,40
2020-08-25 14:00:00,Dubai,15,34
2020-04-10 06:00:00,Sharjah,83,40
2020-07-16 19:00:00,Abu Dhabi,19,23
2022-06-10 14:00:00,Ajman,15,0
2022-08-09 20:00:00,Abu Dhabi,35,42
2022-05-20 15:00:00,Fujairah,4,48
2022-11-21 07:00:00,Fujairah,94,26
2021-06-17 13:00:00,Abu Dhabi,27,32
2021-06-10 02:00:00,Sharjah,65,39
2020-04-23 09:00:00,Abu Dhabi,9,43
2022-01-12 03:00:00,Dubai,95,40
2020-04-25 01:00:00,Dubai,27,45
2020-11-23 10:00:00,Ajman,46,23
2021-09-18 20:00:00,Abu Dhabi,31,48
2022-04-05 14:00:00,Abu Dhabi,80,6
2021-07-31 17:00:00,Sharjah,56,46
2021-10-05 23:00:00,Ajman,73,12
2020-04-02 05:00:00,Ajman,71,17
2021-01-06 15:00:00,Sharjah,11,2
2022-08-13 18:00:00,Dubai,83,40
2020-08-11 16:00:00,Fujairah,60,43
2020-01-24 12:00:00,Dubai,83,29
2021-06-28 19:00:00,Dubai,54,43
2020-12-08 10:00:00,Ajman,41,10
2023-04-23 11:00:00,Sharjah,95,26
2022-09-06 02:00:00,Abu Dhabi,21,26
2022-04-13 02:00:00,Sharjah,46,6
2020-03-13 17:00:00,Sharjah,43,23
2020-10-15 20:00:00,Fujairah,72,37
2022-04-15 11:00:00,Sharjah,59,28
2021-07-10 08:00:00,Sharjah,67,19
2020-04-24 07:00:00,Dubai,55,21
2022-08-10 08:00:00,Ajman,5,33
2020-01-27 02:00:00,Fujairah,21,31
2021-04-15 12:00:00,Dubai,35,34
2021-09-22 17:00:00,Fujairah,75,10
2020-03-06 13:00:00,Sharjah,51,20
2020-05-10 22:00:00,Fujairah,62,19
2022-07-13 12:00:00,Ajman,34,17
2022-07-01 06:00:00,Abu Dhabi,89,1
2022-12-29 12:00:00,Fujairah,59,24
2022-08-18 16:00:00,Abu Dhabi,17,10
2021-10-05 07:00:00,Fujairah,14,13
2021-06-18 11:00:00,Fujairah,70,4
2023-03-14 06:00:00,Fujairah,2,31
2020-11-29 09:00:00,Fujairah,63,5
2022-05-28 02:00:00,Dubai,98,26
2020-04-06 19:00:00,Sharjah,32,48
2020-11-10 17:00:00,Dubai,97,21
2022-11-14 01:00:00,Sharjah,51,15
2022-08-24 03:00:00,Dubai,10,2
2020-03-24 11:00:00,Dubai,72,3
2022-08-25 01:00:00,Sharjah,4,26
2022-04-21 21:00:00,Abu Dhabi,84,11
2022-06-27 02:00:00,Fujairah,75,8
2023-05-27 00:00:00,Abu Dhabi,99,13
2020-05-30 10:00:00,Dubai,44,16
2022-01-18 00:00:00,Fujairah,91,6
2020-06-04 19:00:00,Sharjah,76,31
2020-10-02 05:00:00,Dubai,39,22
2021-11-21 15:00:00,Ajman,44,24
2022-09-24 17:00:00,Sharjah,90,5
2023-03-18 01:00:00,Dubai,18,5
2022-01-20 01:00:00,Ajman,74,41
2023-03-02 22:00:00,Fujairah,4,1
2020-08-17 00:00:00,Dubai,62,29
2022-10-24 03:00:00,Dubai,72,12
2022-05-21 22:00:00,Dubai,93,13
2023-01-11 01:00:00,Dubai,57,25
2022-11-26 04:00:00,Dubai,75,47
2021-08-09 00:00:00,Fujairah,47,19
2023-03-23 04:00:00,Fujairah,89,17
2020-11-21 05:00:00,Dubai,20,6
2020-10-05 20:00:00,Ajman,5,30
2022-09-17 10:00:00,Ajman,4,5
2022-01-02 01:00:00,Dubai,20,45
2021-10-13 14:00:00,Abu Dhabi,18,14
2022-03-19 10:00:00,Sharjah,48,9
2022-11-01 09:00:00,Ajman,45,10
2022-06-17 21:00:00,Ajman,77,2
2020-07-03 13:00:00,Abu Dhabi,43,44
2023-03-28 21:00:00,Dubai,8,17
2021-08-29 14:00:00,Dubai,47,26
2022-06-25 23:00:00,Dubai,48,20
2020-02-05 05:00:00,Ajman,37,29
2022-06-02 06:00:00,Dubai,22,7
2021-06-18 05:00:00,Abu Dhabi,70,30
2021-10-22 22:00:00,Ajman,13,45
2020-11-11 01:00:00,Dubai,67,23
2023-04-13 16:00:00,Abu Dhabi,89,6
2020-05-02 02:00:00,Sharjah,38,14
2021-03-22 15:00:00,Abu Dhabi,65,15
2021-09-11 05:00:00,Ajman,76,32
2022-01-31 03:00:00,Sharjah,15,11
2021-02-25 08:00:00,Sharjah,68,30
2020-07-05 13:00:00,Sharjah,29,21
2020-01-12 06:00:00,Ajman,87,8
2021-11-27 20:00:00,Dubai,16,23
2020-03-07 06:00:00,Fujairah,21,2
2020-05-11 22:00:00,Fujairah,87,24
2023-04-18 20:00:00,Dubai,21,8
2021-10-07 10:00:00,Fujairah,57,34
2020-05-05 01:00:00,Fujairah,39,9
2021-01-08 10:00:00,Abu Dhabi,40,39
2020-10-29 20:00:00,Dubai,84,15
2020-03-31 17:00:00,Abu Dhabi,66,15
2020-04-24 08:00:00,Abu Dhabi,51,21
2020-05-22 10:00:00,Sharjah,33,48
2022-06-02 16:00:00,Dubai,17,25
2021-10-18 21:00:00,Ajman,39,32
2022-02-26 22:00:00,Fujairah,87,27
2021-12-05 15:00:00,Dubai,84,0
2020-12-31 15:00:00,Sharjah,81,24
2020-02-10 01:00:00,Fujairah,68,39
2021-04-18 02:00:00,Abu Dhabi,21,3
2020-01-29 21:00:00,Fujairah,25,34
2022-07-30 19:00:00,Ajman,0,33
2022-09-19 00:00:00,Abu Dhabi,33,28
2022-01-21 12:00:00,Ajman,27,37
2021-05-05 06:00:00,Fujairah,0,22
2020-06-25 23:00:00,Dubai,42,31
2022-03-29 05:00:00,Abu Dhabi,73,24
2022-06-28 12:00:00,Abu Dhabi,38,45
2020-01-04 15:00:00,Abu Dhabi,21,25
2022-02-18 03:00:00,Abu Dhabi,21,30
2020-04-11 05:00:00,Ajman,66,40
2021-11-09 10:00:00,Fujairah,70,35
2021-04-22 09:00:00,Abu Dhabi,63,49
2022-03-08 20:00:00,Dubai,58,5
2020-09-13 03:00:00,Sharjah,77,0
2020-07-28 09:00:00,Sharjah,38,13
2022-11-28 04:00:00,Sharjah,64,29
2020-04-17 14:00:00,Sharjah,10,25
2020-04-21 21:00:00,Fujairah,26,39
2020-12-31 08:00:00,Abu Dhabi,45,35
2022-07-20 20:00:00,Sharjah,91,2
2021-05-03 04:00:00,Dubai,55,39
2021-05-14 12:00:00,Abu Dhabi,74,37
2022-04-17 05:00:00,Dubai,18,45
2022-05-21 16:00:00,Dubai,42,33
2020-03-30 17:00:00,Fujairah,55,18
2022-03-31 20:00:00,Ajman,93,21
2022-02-07 00:00:00,Fujairah,51,24
2021-05-05 19:00:00,Dubai,53,21
2021-04-20 21:00:00,Sharjah,66,3
2021-08-18 18:00:00,Fujairah,43,4
2021-05-10 07:00:00,Abu Dhabi,46,13
2021-05-16 13:00:00,Ajman,99,46
2022-01-07 07:00:00,Ajman,9,44
2020-12-29 17:00:00,Fujairah,22,22
2021-01-26 08:00:00,Abu Dhabi,94,42
2022-10-03 01:00:00,Sharjah,36,42
2021-07-01 07:00:00,Fujairah,56,49
2021-03-28 17:00:00,Dubai,0,36
2020-10-14 08:00:00,Abu Dhabi,65,1
2021-03-06 17:00:00,Sharjah,19,33
2021-04-21 10:00:00,Fujairah,75,49
2020-06-14 04:00:00,Abu Dhabi,55,35
2020-09-11 11:00:00,Ajman,0,49
2020-07-16 06:00:00,Ajman,28,13
2022-07-31 07:00:00,Abu Dhabi,9,7
2021-03-22 05:00:00,Abu Dhabi,73,26
2020-08-22 00:00:00,Dubai,46,2
2020-11-25 18:00:00,Dubai,74,6
2020-01-29 08:00:00,Ajman,55,23
2021-12-31 03:00:00,Sharjah,30,40
2021-03-07 13:00:00,Fujairah,76,27
2022-11-04 18:00:00,Dubai,42,42
2020-09-29 01:00:00,Fujairah,36,21
2021-11-12 14:00:00,Dubai,88,43
2020-07-17 09:00:00,Sharjah,12,41
2020-07-10 16:00:00,Fujairah,65,32
2023-05-14 16:00:00,Sharjah,15,35
2023-01-31 01:00:00,Fujairah,42,9
2020-12-30 16:00:00,Sharjah,58,3
2022-03-20 21:00:00,Fujairah,67,25
2021-05-17 16:00:00,Fujairah,26,13
2022-04-04 07:00:00,Ajman,65,9
2020-10-02 19:00:00,Dubai,13,6
2021-06-17 20:00:00,Abu Dhabi,35,13
2022-10-12 15:00:00,Sharjah,70,0
2023-04-23 23:00:00,Abu Dhabi,84,4
2021-04-11 03:00:00,Ajman,19,26
2021-08-28 17:00:00,Sharjah,7,17
2020-01-17 13:00:00,Fujairah,83,46
2020-06-06 16:00:00,Abu Dhabi,63,31
2021-10-17 06:00:00,Abu Dhabi,65,38
2020-07-04 14:00:00,Sharjah,72,25
2021-12-25 22:00:00,Abu Dhabi,52,6
2022-05-05 09:00:00,Abu Dhabi,52,16
2021-11-28 18:00:00,Fujairah,18,40
2023-01-15 11:00:00,Sharjah,41,32
2023-01-05 14:00:00,Dubai,77,28
2020-09-28 04:00:00,Fujairah,10,22
2023-04-01 07:00:00,Ajman,9,41
2023-05-09 03:00:00,Sharjah,97,9
2021-06-21 02:00:00,Ajman,95,17
2021-06-19 04:00:00,Dubai,67,32
2020-02-03 16:00:00,Sharjah,50,38
2023-01-22 11:00:00,Fujairah,56,11
2021-12-29 16:00:00,Abu Dhabi,14,37
2022-11-24 11:00:00,Sharjah,33,25
2023-03-23 01:00:00,Sharjah,34,4
2020-11-11 20:00:00,Sharjah,69,27
2021-09-18 02:00:00,Fujairah,34,14
2022-07-08 09:00:00,Fujairah,6,36
2022-10-09 12:00:00,Sharjah,17,22
2021-05-06 10:00:00,Abu Dhabi,11,30
2020-07-26 14:00:00,Ajman,72,49
2021-03-08 04:00:00,Fujairah,17,29
2021-11-16 05:00:00,Sharjah,30,5
2020-10-24 11:00:00,Abu Dhabi,51,11
2020-12-15 08:00:00,Fujairah,2,30
2021-11-10 16:00:00,Ajman,11,4
2023-05-04 02:00:00,Dubai,24,40
2020-03-23 15:00:00,Sharjah,93,46
2021-05-21 21:00:00,Fujairah,92,7
2022-05-05 02:00:00,Sharjah,72,44
2023-01-19 10:00:00,Fujairah,43,13
2021-05-17 03:00:00,Ajman,17,49
2022-03-02 00:00:00,Fujairah,28,27
2023-05-06 05:00:00,Sharjah,22,0
2023-05-10 12:00:00,Abu Dhabi,45,11
2020-09-24 13:00:00,Dubai,89,40
2020-06-10 08:00:00,Sharjah,75,45
2022-09-18 06:00:00,Dubai,62,32
2021-08-30 13:00:00,Abu Dhabi,34,12
2020-12-18 22:00:00,Abu Dhabi,94,24
2022-02-03 14:00:00,Sharjah,91,28
2021-12-25 07:00:00,Dubai,75,38
2021-06-13 15:00:00,Sharjah,78,12
2020-09-18 02:00:00,Fujairah,63,3
2020-02-19 09:00:00,Abu Dhabi,34,10
2023-04-18 16:00:00,Fujairah,19,28
2021-08-24 17:00:00,Dubai,8,49
2021-04-09 10:00:00,Dubai,79,22
2022-04-22 05:00:00,Sharjah,31,38
2021-02-13 00:00:00,Ajman,4,19
2022-08-18 08:00:00,Dubai,54,49
2020-01-01 11:00:00,Abu Dhabi,0,23
2020-09-08 16:00:00,Ajman,24,18
2021-09-20 17:00:00,Ajman,37,38
2021-08-10 08:00:00,Abu Dhabi,91,19
2021-09-01 16:00:00,Dubai,0,17
2021-04-06 05:00:00,Sharjah,39,43
2021-06-26 03:00:00,Sharjah,39,39
2020-08-25 08:00:00,Dubai,54,28
2020-10-23 05:00:00,Abu Dhabi,20,34
2022-01-22 17:00:00,Fujairah,51,32
2022-08-13 15:00:00,Dubai,82,46
2021-06-27 19:00:00,Abu Dhabi,45,28
2022-01-01 21:00:00,Dubai,52,19
2022-11-30 13:00:00,Fujairah,21,0
2023-04-27 03:00:00,Dubai,76,22
2021-09-12 18:00:00,Abu Dhabi,42,45
2020-03-16 03:00:00,Fujairah,97,3
2021-04-07 12:00:00,Sharjah,98,25
2023-04-18 22:00:00,Dubai,61,38
2020-05-07 04:00:00,Dubai,91,43
2021-01-30 02:00:00,Ajman,62,26
2020-07-25 23:00:00,Abu Dhabi,11,3
2022-07-30 02:00:00,Ajman,80,28
2022-05-22 01:00:00,Dubai,49,31
2023-04-18 01:00:00,Ajman,3,15
2020-01-26 03:00:00,Dubai,33,15
2022-02-25 02:00:00,Fujairah,86,23
2020-11-24 08:00:00,Sharjah,91,11
2020-09-12 00:00:00,Ajman,99,22
2020-04-13 07:00:00,Dubai,58,30
2022-06-09 08:00:00,Ajman,90,42
2021-01-13 19:00:00,Ajman,84,20
2021-02-17 08:00:00,Sharjah,39,19
2020-02-05 22:00:00,Ajman,30,21
2022-10-13 22:00:00,Abu Dhabi,9,17
2021-09-12 00:00:00,Abu Dhabi,54,13
2021-01-10 12:00:00,Dubai,44,48
2020-05-30 05:00:00,Abu Dhabi,36,26
2021-12-12 20:00:00,Abu Dhabi,2,48
2022-03-22 20:00:00,Dubai,76,12
2021-02-22 03:00:00,Dubai,56,25
2022-01-06 06:00:00,Dubai,28,6
2023-03-21 07:00:00,Sharjah,22,6
2023-02-09 04:00:00,Ajman,90,22
2023-01-22 08:00:00,Sharjah,39,45
2021-03-21 03:00:00,Sharjah,63,18
2022-02-21 05:00:00,Abu Dhabi,43,32
2022-11-09 14:00:00,Sharjah,46,5
2023-05-30 01:00:00,Ajman,99,47
2022-02-19 08:00:00,Fujairah,36,27
2020-09-09 21:00:00,Fujairah,92,49
2021-01-01 11:00:00,Fujairah,75,5
2020-03-03 01:00:00,Abu Dhabi,13,10
2021-10-08 15:00:00,Ajman,46,2
2021-09-21 01:00:00,Abu Dhabi,94,25
2020-12-13 22:00:00,Fujairah,23,18
2022-12-15 23:00:00,Abu Dhabi,91,10
2020-09-25 04:00:00,Sharjah,88,17
2020-07-04 03:00:00,Abu Dhabi,63,24
2022-01-09 19:00:00,Abu Dhabi,20,8
2023-04-25 13:00:00,Abu Dhabi,59,32
2020-11-04 13:00:00,Abu Dhabi,75,48
2021-08-26 23:00:00,Fujairah,45,6
2021-04-30 21:00:00,Abu Dhabi,92,5
2020-09-27 12:00:00,Dubai,49,28
2023-01-24 01:00:00,Abu Dhabi,41,29
2022-04-01 07:00:00,Ajman,62,28
2021-10-22 11:00:00,Dubai,45,36
2023-01-07 00:00:00,Dubai,71,15
2022-04-23 23:00:00,Sharjah,85,14
2020-08-17 16:00:00,Dubai,47,40
2020-09-17 22:00:00,Abu Dhabi,65,46
2022-05-24 17:00:00,Sharjah,13,31
2023-04-27 05:00:00,Sharjah,72,1
2021-08-31 06:00:00,Fujairah,83,20
2023-01-04 09:00:00,Dubai,66,23
2023-02-05 03:00:00,Abu Dhabi,19,3
2022-05-26 14:00:00,Abu Dhabi,10,32
2020-12-11 17:00:00,Ajman,72,35
2020-09-30 00:00:00,Sharjah,6,37
2021-03-19 13:00:00,Abu Dhabi,75,19
2020-02-25 05:00:00,Abu Dhabi,18,31
2020-08-22 14:00:00,Fujairah,68,29
2020-03-29 14:00:00,Fujairah,62,46
2023-01-15 20:00:00,Dubai,14,11
2022-04-22 08:00:00,Sharjah,40,23
2021-10-25 03:00:00,Dubai,1,45
2022-07-11 13:00:00,Ajman,52,48
2020-12-11 13:00:00,Abu Dhabi,71,40
2022-05-15 11:00:00,Dubai,49,11
2022-09-22 04:00:00,Dubai,73,0
2023-02-10 09:00:00,Sharjah,97,4
2022-03-21 21:00:00,Fujairah,94,7
2020-08-26 19:00:00,Sharjah,50,12
2021-02-25 10:00:00,Dubai,68,39
2022-01-26 04:00:00,Fujairah,3,10
2021-11-05 13:00:00,Dubai,19,30
2020-01-18 14:00:00,Ajman,92,44
2020-06-14 14:00:00,Abu Dhabi,16,6
2020-08-15 17:00:00,Fujairah,56,0
2022-02-20 18:00:00,Fujairah,60,23
2020-09-02 19:00:00,Fujairah,9,0
2020-07-17 01:00:00,Fujairah,53,2
2023-01-03 12:00:00,Dubai,51,23
2020-07-25 14:00:00,Abu Dhabi,51,47
2022-04-21 08:00:00,Fujairah,54,15
2020-04-29 11:00:00,Fujairah,26,23
2021-11-23 09:00:00,Dubai,6,35
2021-06-29 11:00:00,Fujairah,23,3
2022-09-27 00:00:00,Fujairah,78,7
2021-08-31 23:00:00,Dubai,16,28
2022-11-06 10:00:00,Abu Dhabi,83,10
2022-10-03 02:00:00,Dubai,95,10
2022-01-24 02:00:00,Fujairah,22,9
2020-12-19 14:00:00,Ajman,15,31
2022-06-15 20:00:00,Abu Dhabi,11,16
2022-08-06 07:00:00,Dubai,56,29
2022-07-10 15:00:00,Fujairah,62,20
2021-08-01 19:00:00,Fujairah,8,26
2020-02-16 05:00:00,Fujairah,67,47
2022-05-05 02:00:00,Dubai,17,34
2023-01-31 13:00:00,Dubai,98,15
2023-03-04 01:00:00,Dubai,62,38
2021-12-21 01:00:00,Dubai,56,40
2023-03-25 20:00:00,Dubai,84,39
2022-08-23 17:00:00,Abu Dhabi,80,0
2021-04-05 00:00:00,Sharjah,65,20
2020-08-10 14:00:00,Fujairah,92,26
2023-04-21 16:00:00,Abu Dhabi,29,41
2020-10-31 23:00:00,Sharjah,30,9
2022-06-01 08:00:00,Abu Dhabi,50,44
2022-06-12 02:00:00,Abu Dhabi,98,21
2021-05-15 01:00:00,Ajman,16,32
2021-05-30 16:00:00,Sharjah,99,44
2021-12-27 19:00:00,Ajman,84,33
2020-10-10 15:00:00,Ajman,12,3
2021-12-05 15:00:00,Dubai,13,40
2022-10-04 19:00:00,Abu Dhabi,4,16
2021-05-14 16:00:00,Sharjah,19,38
2021-07-05 13:00:00,Ajman,0,15
2021-11-22 00:00:00,Sharjah,54,25
2020-06-18 11:00:00,Sharjah,66,25
2020-09-21 22:00:00,Sharjah,41,32
2023-04-05 18:00:00,Abu Dhabi,66,32
2023-02-12 15:00:00,Dubai,91,6
2023-04-10 08:00:00,Fujairah,44,49
2021-09-10 14:00:00,Sharjah,95,1
2020-09-17 15:00:00,Abu Dhabi,92,35
2021-05-28 00:00:00,Dubai,71,36
2022-02-09 14:00:00,Sharjah,74,45
2020-08-04 04:00:00,Abu Dhabi,24,3
2020-08-22 18:00:00,Abu Dhabi,66,38
2020-01-10 08:00:00,Sharjah,27,27
2021-04-29 10:00:00,Ajman,27,8
2021-11-18 21:00:00,Sharjah,7,27
2021-02-12 07:00:00,Fujairah,62,21
2023-02-28 02:00:00,Sharjah,28,36
2022-11-28 07:00:00,Sharjah,32,9
2020-11-01 17:00:00,Abu Dhabi,8,36
2021-01-30 17:00:00,Fujairah,51,20
2021-04-28 22:00:00,Sharjah,18,23
2020-04-27 14:00:00,Sharjah,35,6
2022-03-08 07:00:00,Abu Dhabi,12,12
2021-04-19 05:00:00,Dubai,26,10
2022-03-06 15:00:00,Dubai,77,40
2020-01-10 06:00:00,Abu Dhabi,92,29
2022-08-16 14:00:00,Abu Dhabi,64,21
2021-08-13 12:00:00,Abu Dhabi,25,22
2021-06-26 20:00:00,Abu Dhabi,69,26
2020-03-05 20:00:00,Ajman,99,45
2022-08-29 23:00:00,Fujairah,35,0
2021-07-25 22:00:00,Ajman,75,7
2020-06-06 04:00:00,Sharjah,45,3
2020-11-19 06:00:00,Dubai,84,48
2021-02-22 16:00:00,Fujairah,80,15
2021-09-06 14:00:00,Abu Dhabi,50,10
2021-02-10 03:00:00,Abu Dhabi,95,48
2021-01-16 12:00:00,Fujairah,54,46
2020-09-16 23:00:00,Fujairah,81,45
2023-05-02 21:00:00,Abu Dhabi,50,0
2020-11-15 04:00:00,Sharjah,69,19
2022-09-14 20:00:00,Abu Dhabi,98,6
2022-07-05 16:00:00,Dubai,92,0
2022-01-31 02:00:00,Dubai,24,20
2022-01-09 10:00:00,Abu Dhabi,47,49
2022-10-28 13:00:00,Dubai,30,39
2020-09-02 20:00:00,Dubai,81,47
2023-03-31 14:00:00,Fujairah,26,37
2020-01-02 18:00:00,Dubai,17,49
2022-06-20 13:00:00,Fujairah,95,1
2021-08-07 08:00:00,Abu Dhabi,68,20
2020-10-16 14:00:00,Fujairah,69,29
2022-03-23 06:00:00,Abu Dhabi,37,37
2023-02-27 11:00:00,Ajman,45,20
2022-05-07 03:00:00,Abu Dhabi,32,13
2022-06-16 21:00:00,Sharjah,12,23
2021-05-01 00:00:00,Abu Dhabi,66,29
2021-10-12 02:00:00,Fujairah,39,32
2020-12-27 01:00:00,Dubai,7,30
2023-01-04 02:00:00,Ajman,83,49
2022-06-30 22:00:00,Dubai,15,12
2022-09-03 18:00:00,Dubai,64,41
2023-02-24 22:00:00,Abu Dhabi,33,45
2022-03-26 02:00:00,Fujairah,50,13
2021-05-13 22:00:00,Sharjah,12,46
2021-09-26 17:00:00,Abu Dhabi,20,35
2020-06-01 17:00:00,Abu Dhabi,4,30
2023-03-27 23:00:00,Sharjah,62,49
2021-05-09 04:00:00,Abu Dhabi,98,32
2021-03-21 18:00:00,Fujairah,63,33
2020-04-21 10:00:00,Fujairah,53,25
2022-05-01 23:00:00,Fujairah,35,4
2022-03-03 20:00:00,Ajman,65,11
2023-03-19 00:00:00,Sharjah,25,1
2022-10-09 13:00:00,Abu Dhabi,39,13
2021-01-24 23:00:00,Sharjah,34,17
2020-01-19 19:00:00,Ajman,34,3
2022-12-04 22:00:00,Dubai,48,41
2021-11-07 23:00:00,Dubai,76,32
2022-12-12 06:00:00,Ajman,87,20
2023-05-28 22:00:00,Ajman,0,34
2022-12-14 20:00:00,Fujairah,71,27
2021-09-07 11:00:00,Sharjah,40,19
2021-06-17 06:00:00,Abu Dhabi,40,40
2020-09-29 12:00:00,Dubai,16,41
2021-06-01 00:00:00,Abu Dhabi,50,20
2021-07-15 15:00:00,Sharjah,47,37
2022-11-04 13:00:00,Abu Dhabi,82,5
2021-05-26 21:00:00,Fujairah,79,38
2022-02-26 18:00:00,Abu Dhabi,70,44
2021-02-04 03:00:00,Abu Dhabi,89,16
2022-03-03 08:00:00,Abu Dhabi,65,37
2023-03-23 21:00:00,Dubai,97,31
2020-08-23 15:00:00,Abu Dhabi,82,42
2023-04-24 17:00:00,Ajman,35,28
2021-05-10 13:00:00,Fujairah,23,36
2020-06-05 03:00:00,Fujairah,66,16
2021-10-01 07:00:00,Abu Dhabi,2,28
2020-12-27 05:00:00,Abu Dhabi,7,22
2020-02-03 23:00:00,Abu Dhabi,85,24
2022-02-09 23:00:00,Dubai,54,39
2021-10-29 13:00:00,Abu Dhabi,90,32
2022-02-07 18:00:00,Sharjah,19,43
2022-01-29 06:00:00,Dubai,73,8
2020-01-14 02:00:00,Dubai,13,25
2021-07-24 11:00:00,Sharjah,39,15
2020-09-22 18:00:00,Sharjah,95,48
2021-03-10 11:00:00,Fujairah,4,6
2020-11-25 13:00:00,Sharjah,10,39
2020-06-04 13:00:00,Fujairah,24,19
2021-12-26 02:00:00,Sharjah,84,3
2020-01-02 16:00:00,Sharjah,93,46
2020-12-22 12:00:00,Sharjah,48,23
2020-06-09 02:00:00,Sharjah,45,24
2023-01-31 15:00:00,Fujairah,22,10
2023-01-27 13:00:00,Dubai,5,4
2022-09-01 05:00:00,Dubai,83,46
2021-06-25 00:00:00,Abu Dhabi,59,11
2020-05-30 19:00:00,Dubai,21,0
2021-03-04 09:00:00,Abu Dhabi,42,23
2022-04-25 13:00:00,Abu Dhabi,13,4
2021-05-19 03:00:00,Ajman,54,23
2021-09-02 04:00:00,Fujairah,38,21
2022-03-26 16:00:00,Fujairah,63,9
2021-12-20 10:00:00,Sharjah,29,5
2023-01-07 00:00:00,Ajman,97,25
2022-04-28 14:00:00,Dubai,20,14
2021-07-21 21:00:00,Ajman,29,44
2021-09-22 16:00:00,Sharjah,30,8
2022-12-13 06:00:00,Ajman,20,35
2022-10-15 21:00:00,Fujairah,1,5
2020-02-10 13:00:00,Abu Dhabi,97,1
2020-06-20 07:00:00,Sharjah,80,29
2023-03-03 14:00:00,Ajman,71,11
2020-12-05 10:00:00,Abu Dhabi,31,43
2020-04-18 04:00:00,Sharjah,31,2
2021-01-15 06:00:00,Dubai,4,32
2022-10-23 00:00:00,Sharjah,74,9
2022-02-27 19:00:00,Ajman,80,19
2022-04-14 18:00:00,Dubai,86,10
2022-09-12 01:00:00,Sharjah,68,6
2021-09-15 21:00:00,Abu Dhabi,46,36
2020-06-13 14:00:00,Ajman,64,15
2020-05-24 16:00:00,Fujairah,88,0
2022-11-08 06:00:00,Sharjah,64,29
2021-11-11 13:00:00,Abu Dhabi,60,45
2021-01-06 14:00:00,Ajman,81,1
2021-03-08 13:00:00,Ajman,27,44
2022-01-13 11:00:00,Abu Dhabi,83,5
2021-04-26 02:00:00,Ajman,40,7
2021-03-18 17:00:00,Fujairah,76,22
2020-12-10 18:00:00,Abu Dhabi,35,34
2022-08-04 06:00:00,Abu Dhabi,66,49
2020-01-18 08:00:00,Ajman,37,40
2020-08-15 05:00:00,Ajman,42,16
2020-03-01 17:00:00,Fujairah,87,13
2022-08-29 17:00:00,Dubai,40,17
2020-11-22 12:00:00,Sharjah,54,25
2022-05-26 15:00:00,Ajman,91,45
2020-12-14 22:00:00,Ajman,62,25
2022-03-12 12:00:00,Sharjah,6,33
2020-06-12 16:00:00,Sharjah,87,27
2020-03-25 20:00:00,Ajman,40,0
2022-04-19 15:00:00,Sharjah,52,18
2021-12-23 00:00:00,Sharjah,74,27
2022-06-01 02:00:00,Dubai,14,13
2021-07-19 03:00:00,Sharjah,89,37
2022-05-06 20:00:00,Abu Dhabi,53,15
2021-10-31 06:00:00,Sharjah,79,17
2022-03-05 22:00:00,Sharjah,93,31
2022-05-26 20:00:00,Abu Dhabi,72,11
2022-02-10 16:00:00,Abu Dhabi,39,24
2022-11-23 05:00:00,Ajman,86,18
2020-04-07 07:00:00,Dubai,21,42
2023-04-13 16:00:00,Dubai,19,44
2020-07-05 01:00:00,Dubai,25,13
2021-04-21 19:00:00,Sharjah,52,39
2020-08-05 05:00:00,Dubai,69,19
2021-11-30 18:00:00,Dubai,6,25
2021-02-15 04:00:00,Dubai,84,7
2022-09-06 06:00:00,Sharjah,30,47
2022-12-03 22:00:00,Abu Dhabi,41,45
2022-11-23 00:00:00,Ajman,21,31
2023-04-30 01:00:00,Ajman,36,1
2023-02-27 21:00:00,Sharjah,17,39
